pulled_at,contest,question,slug,candidate,probability,liquidity
2026-08-20T11:43:19.986692+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Kamala Harris,0.06111113937989641,32000
2026-08-20T11:43:19.986692+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Gretchen Whitmer,0.005159062217855531,32000
2026-08-20T11:43:19.986692+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Gavin Newsom,0.18498127353071805,32000
2026-08-20T11:43:19.986692+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Pete Buttigieg,0.036801053580136134,32000
2026-08-20T11:43:19.986692+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Josh Shapiro,0.04000000000000002,32000
2026-08-20T11:43:19.986692+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Andy Beshear,0.02000000000000002,32000
2026-08-20T11:43:19.986692+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Alexandria Ocasio-Cortez,0.17707901174091392,32000
2026-08-20T11:43:19.986692+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Jon Ossoff,0.14254480915549875,32000
2026-08-20T11:43:19.986692+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Mark Kelly,0.05044813666803211,32000
2026-08-20T11:43:19.986692+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Gavin Newsom,0.12068115157742762,2795
2026-08-20T11:43:19.986692+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Kamala Harris,0.03230017906629707,2795
2026-08-20T11:43:19.986692+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Gretchen Whitmer,0.011353999460951017,2795
2026-08-20T11:43:19.986692+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Pete Buttigieg,0.026971541384718162,2795
2026-08-20T11:43:19.986692+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Alexandria Ocasio-Cortez,0.08754529133795862,2795
2026-08-20T11:43:19.986692+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Josh Shapiro,0.032028969850623396,2795
2026-08-20T11:43:19.986692+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Andy Beshear,0.009600980491169342,2795
2026-08-20T11:43:19.986692+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Marco Rubio,0.11469125315409415,2795
