pulled_at,contest,question,slug,candidate,probability,liquidity
2026-09-15T15:34:15.779899+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Kamala Harris,0.07210204316456426,32000
2026-09-15T15:34:15.779899+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Gretchen Whitmer,0.004937080560902341,32000
2026-09-15T15:34:15.779899+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Gavin Newsom,0.17339377051930083,32000
2026-09-15T15:34:15.779899+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Pete Buttigieg,0.04804623258926719,32000
2026-09-15T15:34:15.779899+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Josh Shapiro,0.038216539073815836,32000
2026-09-15T15:34:15.779899+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Andy Beshear,0.0197644784099902,32000
2026-09-15T15:34:15.779899+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Alexandria Ocasio-Cortez,0.15483986417340279,32000
2026-09-15T15:34:15.779899+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Jon Ossoff,0.19496469017108664,32000
2026-09-15T15:34:15.779899+00:00,dem_nominee,2028 Democratic nominee?,2028-democratic-nominee,Mark Kelly,0.0351810841838245,32000
2026-09-15T15:34:15.779899+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Gavin Newsom,0.10562017703530739,2795
2026-09-15T15:34:15.779899+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Kamala Harris,0.033899856834132894,2795
2026-09-15T15:34:15.779899+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Gretchen Whitmer,0.011001366687987372,2795
2026-09-15T15:34:15.779899+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Pete Buttigieg,0.025618648138801863,2795
2026-09-15T15:34:15.779899+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Alexandria Ocasio-Cortez,0.09378008992526822,2795
2026-09-15T15:34:15.779899+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Josh Shapiro,0.03021238482388714,2795
2026-09-15T15:34:15.779899+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Andy Beshear,0.009098613466383628,2795
2026-09-15T15:34:15.779899+00:00,president,Who will win the 2028 US presidential election?,who-will-win-the-2028-us-presidenti,Marco Rubio,0.10640215833125409,2795
